Index,Team,Gtm,Date,Site,Opponent,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,o2P,o2PA,o2P%,oeFG%,oFT,oFTA,oFT%,oORB,oDRB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
6720,North Texas,14,2017-01-02,@,Old Dominion,REG (Conf),L,48,55,,15,42,0.357,6,15,0.4,9,27,0.333,0.429,12,21,0.571,4,28,32,5,4,6,14,20,18,64,0.281,4,21,0.19,14,43,0.326,0.313,15,22,0.682,20,24,44,15,7,7,7,14
6721,North Texas,15,2017-01-05,,UAB,REG (Conf),L,52,54,,23,56,0.411,1,15,0.067,22,41,0.537,0.42,5,9,0.556,9,19,28,6,14,3,12,14,20,49,0.408,5,22,0.227,15,27,0.556,0.459,9,13,0.692,8,19,27,8,6,7,16,11
6722,North Texas,16,2017-01-07,,Middle Tennessee,REG (Conf),L,68,79,,22,47,0.468,8,14,0.571,14,33,0.424,0.553,16,29,0.552,3,24,27,14,1,3,9,19,27,64,0.422,7,20,0.35,20,44,0.455,0.477,18,20,0.9,12,25,37,17,6,4,5,20
6723,North Texas,17,2017-01-14,@,Rice,REG (Conf),L,79,101,,28,61,0.459,6,14,0.429,22,47,0.468,0.508,17,36,0.472,9,21,30,17,9,2,18,28,33,62,0.532,12,27,0.444,21,35,0.6,0.629,23,31,0.742,11,33,44,14,9,4,19,22
6724,North Texas,18,2017-01-19,@,Southern Mississippi,REG (Conf),L,65,75,,23,56,0.411,9,27,0.333,14,29,0.483,0.491,10,24,0.417,4,27,31,11,6,2,16,29,22,50,0.44,6,19,0.316,16,31,0.516,0.5,25,35,0.714,4,32,36,11,6,3,9,20
6725,North Texas,19,2017-01-21,@,Louisiana Tech,REG (Conf),L,57,81,,23,59,0.39,5,21,0.238,18,38,0.474,0.432,6,15,0.4,5,28,33,13,5,2,9,23,25,65,0.385,9,22,0.409,16,43,0.372,0.454,22,26,0.846,13,36,49,19,8,3,7,15
6726,North Texas,20,2017-01-26,,Charlotte,REG (Conf),L,81,82,,29,68,0.426,10,22,0.455,19,46,0.413,0.5,13,20,0.65,12,26,38,9,3,2,9,18,28,65,0.431,8,25,0.32,20,40,0.5,0.492,18,20,0.9,7,29,36,9,5,1,8,15
6727,North Texas,21,2017-01-28,,Old Dominion,REG (Conf),L,67,73,,21,49,0.429,4,17,0.235,17,32,0.531,0.469,21,28,0.75,8,18,26,10,5,0,8,16,27,56,0.482,7,19,0.368,20,37,0.541,0.545,12,17,0.706,10,19,29,13,2,5,11,20
6728,North Texas,22,2017-02-04,,Rice,REG (Conf),L,80,95,,27,68,0.397,7,21,0.333,20,47,0.426,0.449,19,25,0.76,10,21,31,8,6,3,12,26,30,64,0.469,10,27,0.37,20,37,0.541,0.547,25,30,0.833,8,31,39,12,7,4,14,21
6729,North Texas,23,2017-02-09,@,Florida Atlantic,REG (Conf),W,70,64,,27,64,0.422,6,18,0.333,21,46,0.457,0.469,10,11,0.909,8,34,42,9,2,2,14,10,24,77,0.312,8,39,0.205,16,38,0.421,0.364,8,9,0.889,15,25,40,11,8,3,7,15
6730,North Texas,24,2017-02-11,@,Florida International,REG (Conf),L,71,90,,26,56,0.464,3,17,0.176,23,39,0.59,0.491,16,25,0.64,8,20,28,12,9,3,21,18,30,58,0.517,9,21,0.429,21,37,0.568,0.595,21,26,0.808,8,22,30,17,17,2,14,20
6731,North Texas,25,2017-02-16,,UTEP,REG (Conf),L,71,77,OT,27,65,0.415,11,31,0.355,16,34,0.471,0.5,6,14,0.429,10,30,40,16,10,6,13,16,30,65,0.462,6,20,0.3,24,45,0.533,0.508,11,16,0.688,5,30,35,14,7,3,11,18
6732,North Texas,26,2017-02-18,,UTSA,REG (Conf),W,83,73,,28,52,0.538,9,17,0.529,19,35,0.543,0.625,18,25,0.72,3,25,28,15,12,2,14,18,28,64,0.438,5,18,0.278,23,46,0.5,0.477,12,20,0.6,12,21,33,10,7,3,17,21
6733,North Texas,27,2017-02-23,,Louisiana Tech,REG (Conf),L,67,85,,25,66,0.379,6,17,0.353,19,49,0.388,0.424,11,18,0.611,14,23,37,7,9,2,19,15,31,70,0.443,7,26,0.269,24,44,0.545,0.493,16,19,0.842,14,24,38,12,12,8,16,14
6734,North Texas,28,2017-02-25,,Southern Mississippi,REG (Conf),L,53,76,,21,59,0.356,4,19,0.211,17,40,0.425,0.39,7,12,0.583,5,22,27,11,4,4,8,8,30,62,0.484,9,22,0.409,21,40,0.525,0.556,7,10,0.7,10,30,40,17,3,2,7,14
6735,North Texas,29,2017-03-02,@,Western Kentucky,REG (Conf),L,63,74,,24,61,0.393,9,27,0.333,15,34,0.441,0.467,6,12,0.5,5,23,28,12,4,1,10,16,27,57,0.474,7,23,0.304,20,34,0.588,0.535,13,18,0.722,6,33,39,12,5,6,12,11
6736,North Texas,30,2017-03-04,@,Marshall,REG (Conf),L,104,106,,43,71,0.606,8,18,0.444,35,53,0.66,0.662,10,18,0.556,6,21,27,19,11,3,11,20,36,74,0.486,11,27,0.407,25,47,0.532,0.561,23,30,0.767,15,21,36,27,7,6,13,17
6737,Northeastern,1,2016-11-11,,Boston University,REG (Non-Conf),W,87,77,,27,49,0.551,10,21,0.476,17,28,0.607,0.653,23,37,0.622,5,23,28,14,7,2,13,18,28,66,0.424,8,30,0.267,20,36,0.556,0.485,13,17,0.765,12,22,34,12,9,3,13,26
6738,Northeastern,2,2016-11-14,@,Connecticut,REG (Non-Conf),W,64,61,,24,66,0.364,9,28,0.321,15,38,0.395,0.432,7,9,0.778,12,27,39,11,5,2,14,14,25,64,0.391,5,21,0.238,20,43,0.465,0.43,6,13,0.462,11,23,34,10,7,12,11,12
6739,Northeastern,3,2016-11-18,@,Boston University,REG (Non-Conf),L,63,65,,19,48,0.396,8,23,0.348,11,25,0.44,0.479,17,27,0.63,7,20,27,11,6,4,14,18,20,47,0.426,6,18,0.333,14,29,0.483,0.489,19,26,0.731,7,23,30,8,9,5,16,23
6740,Northeastern,4,2016-11-19,N,NON-FBS-SCHOOL,REG (Non-Conf),L,74,78,,19,43,0.442,9,19,0.474,10,24,0.417,0.547,27,39,0.692,8,21,29,11,5,4,14,20,28,66,0.424,10,24,0.417,18,42,0.429,0.5,12,17,0.706,16,23,39,8,6,3,11,27
6741,Northeastern,5,2016-11-20,N,Maine,REG (Non-Conf),W,80,72,,24,49,0.49,11,25,0.44,13,24,0.542,0.602,21,29,0.724,6,24,30,16,8,5,13,16,25,56,0.446,8,19,0.421,17,37,0.459,0.518,14,21,0.667,6,24,30,11,7,1,12,23
6742,Northeastern,6,2016-11-27,,Kent State,REG (Non-Conf),W,73,70,,23,47,0.489,6,17,0.353,17,30,0.567,0.553,21,32,0.656,5,22,27,13,7,2,16,16,25,54,0.463,6,18,0.333,19,36,0.528,0.519,14,18,0.778,8,20,28,11,6,2,14,26
6743,Northeastern,7,2016-11-30,@,Cornell,REG (Non-Conf),L,77,80,,30,61,0.492,5,16,0.313,25,45,0.556,0.533,12,13,0.923,4,22,26,19,7,3,12,19,29,57,0.509,11,25,0.44,18,32,0.563,0.605,11,17,0.647,4,20,24,22,5,3,12,14
6744,Northeastern,8,2016-12-03,@,Stony Brook,REG (Non-Conf),L,75,77,,27,54,0.5,8,23,0.348,19,31,0.613,0.574,13,22,0.591,9,17,26,15,6,0,9,20,26,51,0.51,13,24,0.542,13,27,0.481,0.637,12,15,0.8,5,20,25,17,5,1,8,22
6745,Northeastern,9,2016-12-06,@,Harvard,REG (Non-Conf),L,80,86,,26,61,0.426,4,16,0.25,22,45,0.489,0.459,24,34,0.706,10,24,34,14,5,4,8,23,29,59,0.492,14,27,0.519,15,32,0.469,0.61,14,21,0.667,9,27,36,21,3,6,10,27
6746,Northeastern,10,2016-12-10,@,Vermont,REG (Non-Conf),W,59,57,,25,48,0.521,4,15,0.267,21,33,0.636,0.563,5,8,0.625,6,26,32,11,2,8,18,15,23,57,0.404,6,20,0.3,17,37,0.459,0.456,5,11,0.455,6,16,22,14,8,4,10,16
6747,Northeastern,11,2016-12-18,@,Michigan State,REG (Non-Conf),W,81,73,,25,55,0.455,11,23,0.478,14,32,0.438,0.555,20,24,0.833,7,25,32,17,5,2,15,24,26,54,0.481,5,16,0.313,21,38,0.553,0.528,16,26,0.615,8,22,30,17,7,7,14,21
6748,Northeastern,12,2016-12-20,@,Oakland,REG (Non-Conf),W,61,59,,27,59,0.458,3,17,0.176,24,42,0.571,0.483,4,5,0.8,8,27,35,16,9,5,17,16,22,63,0.349,6,26,0.231,16,37,0.432,0.397,9,12,0.75,8,22,30,16,6,6,14,12
6749,Northeastern,13,2016-12-31,,William & Mary,REG (Conf),W,84,64,,32,56,0.571,9,18,0.5,23,38,0.605,0.652,11,22,0.5,8,29,37,14,10,3,12,17,24,60,0.4,4,24,0.167,20,36,0.556,0.433,12,15,0.8,7,20,27,13,7,4,13,19
6750,Northeastern,14,2017-01-02,@,Drexel,REG (Conf),W,75,70,OT,24,55,0.436,9,26,0.346,15,29,0.517,0.518,18,21,0.857,5,27,32,16,4,5,15,12,31,70,0.443,3,16,0.188,28,54,0.519,0.464,5,10,0.5,10,20,30,21,8,5,12,17
6751,Northeastern,15,2017-01-05,,Delaware,REG (Conf),W,90,54,,31,51,0.608,21,33,0.636,10,18,0.556,0.814,7,19,0.368,2,28,30,29,11,3,10,11,22,55,0.4,7,22,0.318,15,33,0.455,0.464,3,9,0.333,7,23,30,9,5,0,16,17
6752,Northeastern,16,2017-01-07,,James Madison,REG (Conf),W,64,54,,19,51,0.373,9,29,0.31,10,22,0.455,0.461,17,21,0.81,10,17,27,12,5,2,10,13,23,45,0.511,2,8,0.25,21,37,0.568,0.533,6,7,0.857,4,23,27,5,3,3,18,16
6753,Northeastern,17,2017-01-12,,Drexel,REG (Conf),W,92,75,,34,56,0.607,12,25,0.48,22,31,0.71,0.714,12,21,0.571,5,28,33,19,4,3,11,16,28,59,0.475,9,22,0.409,19,37,0.514,0.551,10,18,0.556,6,23,29,15,7,2,8,19
6754,Northeastern,18,2017-01-14,@,Towson,REG (Conf),L,67,74,,23,43,0.535,7,15,0.467,16,28,0.571,0.616,14,22,0.636,4,19,23,6,5,3,15,19,25,52,0.481,5,13,0.385,20,39,0.513,0.529,19,24,0.792,10,16,26,12,5,5,10,19
6755,Northeastern,19,2017-01-19,@,Delaware,REG (Conf),L,62,69,,23,54,0.426,9,23,0.391,14,31,0.452,0.509,7,14,0.5,6,24,30,10,6,5,13,19,22,50,0.44,8,19,0.421,14,31,0.452,0.52,17,22,0.773,5,24,29,10,6,6,11,15
6756,Northeastern,20,2017-01-21,@,Hofstra,REG (Conf),L,73,78,,25,53,0.472,13,32,0.406,12,21,0.571,0.594,10,16,0.625,6,22,28,18,4,2,11,18,28,51,0.549,9,23,0.391,19,28,0.679,0.637,13,22,0.591,5,24,29,17,5,0,9,16
6757,Northeastern,21,2017-01-26,,Elon,REG (Conf),L,49,51,,19,58,0.328,7,32,0.219,12,26,0.462,0.388,4,5,0.8,6,29,35,10,5,3,12,11,21,54,0.389,4,19,0.211,17,35,0.486,0.426,5,8,0.625,6,32,38,8,5,1,12,11
6758,Northeastern,22,2017-01-28,,Towson,REG (Conf),W,69,62,,19,45,0.422,6,24,0.25,13,21,0.619,0.489,25,36,0.694,3,29,32,10,6,5,9,17,20,53,0.377,5,14,0.357,15,39,0.385,0.425,17,22,0.773,7,25,32,10,4,2,11,25
6759,Northeastern,23,2017-02-02,@,William & Mary,REG (Conf),L,69,94,,27,55,0.491,9,20,0.45,18,35,0.514,0.573,6,11,0.545,6,14,20,10,4,8,13,13,36,56,0.643,10,19,0.526,26,37,0.703,0.732,12,16,0.75,7,24,31,27,5,8,10,16
6760,Northeastern,24,2017-02-04,@,James Madison,REG (Conf),L,69,73,,27,53,0.509,11,27,0.407,16,26,0.615,0.613,4,9,0.444,5,18,23,13,8,1,13,15,28,52,0.538,8,18,0.444,20,34,0.588,0.615,9,12,0.75,6,20,26,12,9,2,13,16
6761,Northeastern,25,2017-02-09,@,College of Charleston,REG (Conf),W,73,72,,27,57,0.474,10,21,0.476,17,36,0.472,0.561,9,15,0.6,8,21,29,14,5,4,11,13,25,55,0.455,7,22,0.318,18,33,0.545,0.518,15,17,0.882,9,22,31,12,3,3,12,13
6762,Northeastern,26,2017-02-11,,Hofstra,REG (Conf),L,64,74,,24,63,0.381,6,27,0.222,18,36,0.5,0.429,10,18,0.556,12,23,35,10,5,5,7,24,21,51,0.412,10,19,0.526,11,32,0.344,0.51,22,35,0.629,8,28,36,12,5,0,9,18
6763,Northeastern,27,2017-02-16,,UNC Wilmington,REG (Conf),L,65,66,,20,48,0.417,3,17,0.176,17,31,0.548,0.448,22,26,0.846,4,29,33,7,1,7,10,15,24,70,0.343,6,25,0.24,18,45,0.4,0.386,12,18,0.667,15,20,35,10,6,0,5,19
6764,Northeastern,28,2017-02-18,,College of Charleston,REG (Conf),L,71,85,,24,60,0.4,11,33,0.333,13,27,0.481,0.492,12,14,0.857,11,16,27,12,1,0,7,13,32,51,0.627,12,24,0.5,20,27,0.741,0.745,9,11,0.818,4,24,28,12,1,2,5,12
6765,Northeastern,29,2017-02-23,@,Elon,REG (Conf),W,105,104,2OT,36,72,0.5,16,36,0.444,20,36,0.556,0.611,17,20,0.85,7,34,41,18,2,6,10,18,35,81,0.432,14,34,0.412,21,47,0.447,0.519,20,26,0.769,8,29,37,18,5,3,3,16
6766,Northeastern,30,2017-02-25,@,UNC Wilmington,REG (Conf),L,65,74,,23,61,0.377,6,22,0.273,17,39,0.436,0.426,13,19,0.684,7,28,35,10,8,1,10,17,27,62,0.435,7,22,0.318,20,40,0.5,0.492,13,17,0.765,8,34,42,19,5,5,13,17
6767,Northeastern,31,2017-03-04,N,Towson,CTOURN,L,54,82,,14,51,0.275,5,25,0.2,9,26,0.346,0.324,21,28,0.75,10,12,22,8,4,5,13,22,28,52,0.538,7,15,0.467,21,37,0.568,0.606,19,27,0.704,11,26,37,15,8,7,14,21
6768,Northern Arizona,1,2016-11-11,@,Santa Clara,REG (Non-Conf),L,64,67,,20,59,0.339,8,27,0.296,12,32,0.375,0.407,16,20,0.8,11,35,46,9,5,2,14,19,23,60,0.383,8,35,0.229,15,25,0.6,0.45,13,19,0.684,5,27,32,13,6,1,8,18
6769,Northern Arizona,2,2016-11-12,N,Tennessee State,REG (Non-Conf),L,65,69,,17,58,0.293,8,34,0.235,9,24,0.375,0.362,23,30,0.767,12,21,33,11,4,1,13,26,22,54,0.407,1,14,0.071,21,40,0.525,0.417,24,31,0.774,10,32,42,9,5,5,18,27
6770,Northern Arizona,3,2016-11-13,N,UC Davis,REG (Non-Conf),L,76,89,,27,66,0.409,8,32,0.25,19,34,0.559,0.47,14,19,0.737,8,18,26,16,4,3,12,20,32,59,0.542,13,25,0.52,19,34,0.559,0.653,12,21,0.571,7,27,34,21,5,4,16,21
6771,Northern Arizona,4,2016-11-17,N,NON-FBS-SCHOOL,REG (Non-Conf),W,91,63,,28,59,0.475,10,23,0.435,18,36,0.5,0.559,25,35,0.714,11,34,45,13,5,5,16,18,25,68,0.368,8,27,0.296,17,41,0.415,0.426,5,11,0.455,9,25,34,11,10,4,17,25
6772,Northern Arizona,5,2016-11-20,@,Washington,REG (Non-Conf),L,58,92,,20,65,0.308,8,29,0.276,12,36,0.333,0.369,10,19,0.526,11,17,28,13,5,2,16,16,39,75,0.52,7,19,0.368,32,56,0.571,0.567,7,11,0.636,11,30,41,16,9,5,12,20
6773,Northern Arizona,6,2016-11-22,@,Nevada-Las Vegas,REG (Non-Conf),L,71,110,,28,67,0.418,10,27,0.37,18,40,0.45,0.493,5,10,0.5,8,24,32,16,5,3,16,16,45,83,0.542,11,29,0.379,34,54,0.63,0.608,9,16,0.563,15,29,44,26,11,2,9,14
6774,Northern Arizona,7,2016-11-25,N,Alabama State,REG (Non-Conf),W,71,57,,23,60,0.383,4,19,0.211,19,41,0.463,0.417,21,29,0.724,16,25,41,11,4,0,10,14,23,63,0.365,2,23,0.087,21,40,0.525,0.381,9,13,0.692,12,21,33,8,1,2,13,24
6775,Northern Arizona,8,2016-11-26,N,Jacksonville State,REG (Non-Conf),L,63,76,,23,66,0.348,11,32,0.344,12,34,0.353,0.432,6,7,0.857,9,18,27,19,7,2,8,13,29,63,0.46,6,16,0.375,23,47,0.489,0.508,12,15,0.8,13,31,44,19,4,3,12,7
6776,Northern Arizona,9,2016-12-03,,San Diego,REG (Non-Conf),L,65,80,,17,62,0.274,8,25,0.32,9,37,0.243,0.339,23,33,0.697,11,24,35,8,3,3,9,23,23,54,0.426,9,28,0.321,14,26,0.538,0.509,25,32,0.781,8,33,41,7,6,1,15,30
6777,Northern Arizona,10,2016-12-05,,Cal State Bakersfield,REG (Non-Conf),L,47,81,,14,59,0.237,4,24,0.167,10,35,0.286,0.271,15,28,0.536,16,18,34,9,4,3,12,13,34,61,0.557,7,21,0.333,27,40,0.675,0.615,6,10,0.6,10,29,39,17,4,2,12,26
6778,Northern Arizona,11,2016-12-14,,Little Rock,REG (Non-Conf),L,67,72,,24,59,0.407,7,22,0.318,17,37,0.459,0.466,12,20,0.6,13,26,39,16,1,1,18,20,25,54,0.463,7,19,0.368,18,35,0.514,0.528,15,22,0.682,3,23,26,11,13,3,8,21
6779,Northern Arizona,12,2016-12-17,@,UTEP,REG (Non-Conf),W,76,74,,29,54,0.537,8,21,0.381,21,33,0.636,0.611,10,17,0.588,10,26,36,21,3,0,19,16,27,59,0.458,11,31,0.355,16,28,0.571,0.551,9,10,0.9,5,19,24,21,8,3,10,17
6780,Northern Arizona,13,2016-12-20,@,NON-FBS-SCHOOL,REG (Non-Conf),L,65,75,,24,59,0.407,9,22,0.409,15,37,0.405,0.483,8,10,0.8,8,19,27,19,3,3,14,14,28,59,0.475,8,24,0.333,20,35,0.571,0.542,11,16,0.688,9,25,34,21,5,4,12,9
6781,Northern Arizona,14,2016-12-31,,Southern Utah,REG (Conf),L,80,93,,25,56,0.446,7,21,0.333,18,35,0.514,0.509,23,34,0.676,7,20,27,13,3,2,8,19,29,58,0.5,16,29,0.552,13,29,0.448,0.638,19,25,0.76,8,31,39,15,4,4,11,29
6782,Northern Arizona,15,2017-01-05,@,North Dakota,REG (Conf),L,63,68,,22,55,0.4,9,23,0.391,13,32,0.406,0.482,10,14,0.714,5,25,30,12,5,0,18,22,24,60,0.4,5,17,0.294,19,43,0.442,0.442,15,23,0.652,10,25,35,10,11,4,13,17
6783,Northern Arizona,16,2017-01-07,@,Northern Colorado,REG (Conf),L,79,83,,25,59,0.424,11,30,0.367,14,29,0.483,0.517,18,21,0.857,5,29,34,11,4,0,13,26,25,56,0.446,13,33,0.394,12,23,0.522,0.563,20,35,0.571,9,27,36,18,2,3,12,23
6784,Northern Arizona,17,2017-01-14,,Sacramento State,REG (Conf),L,62,74,,21,62,0.339,9,23,0.391,12,39,0.308,0.411,11,12,0.917,8,22,30,15,4,4,15,18,31,61,0.508,4,8,0.5,27,53,0.509,0.541,8,16,0.5,10,27,37,11,6,8,11,13
6785,Northern Arizona,18,2017-01-16,,Portland State,REG (Conf),W,83,76,,26,53,0.491,8,18,0.444,18,35,0.514,0.566,23,32,0.719,11,36,47,16,3,1,19,18,31,71,0.437,6,26,0.231,25,45,0.556,0.479,8,13,0.615,4,21,25,13,10,2,9,24
6786,Northern Arizona,19,2017-01-19,@,Eastern Washington,REG (Conf),L,62,84,,21,53,0.396,9,20,0.45,12,33,0.364,0.481,11,19,0.579,9,23,32,11,2,2,14,16,35,65,0.538,5,21,0.238,30,44,0.682,0.577,9,14,0.643,9,25,34,15,7,6,6,20
6787,Northern Arizona,20,2017-01-21,@,Idaho,REG (Conf),L,49,65,,17,54,0.315,3,20,0.15,14,34,0.412,0.343,12,19,0.632,10,22,32,8,7,0,13,16,23,57,0.404,8,22,0.364,15,35,0.429,0.474,11,12,0.917,9,25,34,14,3,2,11,19
6788,Northern Arizona,21,2017-01-26,,Northern Colorado,REG (Conf),W,63,50,,26,54,0.481,3,16,0.188,23,38,0.605,0.509,8,10,0.8,10,33,43,16,2,4,17,14,17,60,0.283,9,32,0.281,8,28,0.286,0.358,7,10,0.7,10,18,28,11,5,4,11,15
6789,Northern Arizona,22,2017-01-28,,North Dakota,REG (Conf),W,68,67,,28,66,0.424,7,23,0.304,21,43,0.488,0.477,5,8,0.625,15,23,38,14,8,4,19,14,24,54,0.444,8,18,0.444,16,36,0.444,0.519,11,13,0.846,5,20,25,15,9,1,16,16
6790,Northern Arizona,23,2017-02-02,@,Idaho State,REG (Conf),L,90,91,OT,35,71,0.493,14,33,0.424,21,38,0.553,0.592,6,8,0.75,13,21,34,13,4,0,19,23,30,55,0.545,8,26,0.308,22,29,0.759,0.618,23,32,0.719,5,17,22,13,12,2,12,16
6791,Northern Arizona,24,2017-02-04,@,Weber State,REG (Conf),L,80,86,,33,76,0.434,6,19,0.316,27,57,0.474,0.474,8,13,0.615,14,26,40,12,8,2,9,17,30,58,0.517,9,18,0.5,21,40,0.525,0.595,17,27,0.63,7,29,36,18,6,9,14,13
6792,Northern Arizona,25,2017-02-09,,Montana State,REG (Conf),W,69,63,,21,52,0.404,6,22,0.273,15,30,0.5,0.462,21,29,0.724,11,33,44,15,5,2,18,18,23,63,0.365,7,27,0.259,16,36,0.444,0.421,10,19,0.526,7,22,29,12,10,2,13,24
6793,Northern Arizona,26,2017-02-11,,Montana,REG (Conf),L,59,76,,25,57,0.439,4,16,0.25,21,41,0.512,0.474,5,16,0.313,11,17,28,13,6,3,10,13,29,54,0.537,7,21,0.333,22,33,0.667,0.602,11,14,0.786,10,23,33,12,3,4,8,17
6794,Northern Arizona,27,2017-02-18,@,Southern Utah,REG (Conf),L,68,84,,24,52,0.462,4,19,0.211,20,33,0.606,0.5,16,24,0.667,4,27,31,13,3,0,15,25,25,55,0.455,10,28,0.357,15,27,0.556,0.545,24,32,0.75,9,28,37,14,6,3,12,22
6795,Northern Arizona,28,2017-02-23,@,Sacramento State,REG (Conf),W,73,69,,24,52,0.462,8,20,0.4,16,32,0.5,0.538,17,23,0.739,15,19,34,17,5,3,14,17,25,55,0.455,7,20,0.35,18,35,0.514,0.518,12,19,0.632,12,14,26,13,7,2,9,20
6796,Northern Arizona,29,2017-02-25,@,Portland State,REG (Conf),L,72,84,,29,59,0.492,5,20,0.25,24,39,0.615,0.534,9,13,0.692,7,27,34,19,5,3,22,22,29,61,0.475,8,26,0.308,21,35,0.6,0.541,18,26,0.692,7,20,27,17,15,1,12,17
6797,Northern Arizona,30,2017-03-02,,Idaho,REG (Conf),L,75,77,,24,53,0.453,13,32,0.406,11,21,0.524,0.575,14,27,0.519,10,18,28,15,4,1,11,25,23,43,0.535,11,19,0.579,12,24,0.5,0.663,20,26,0.769,6,23,29,11,4,1,16,25
6798,Northern Arizona,31,2017-03-04,,Eastern Washington,REG (Conf),W,76,61,,25,58,0.431,6,15,0.4,19,43,0.442,0.483,20,24,0.833,10,34,44,15,8,2,11,18,20,58,0.345,11,34,0.324,9,24,0.375,0.44,10,12,0.833,4,24,28,13,3,2,13,22
6799,Northern Arizona,32,2017-03-07,N,Portland State,CTOURN,L,67,80,,24,57,0.421,4,19,0.211,20,38,0.526,0.456,15,21,0.714,13,22,35,11,3,2,19,21,31,57,0.544,3,14,0.214,28,43,0.651,0.57,15,22,0.682,5,22,27,14,10,2,9,20
6800,Northern Colorado,1,2016-11-12,@,Butler,REG (Non-Conf),L,52,89,,16,46,0.348,4,20,0.2,12,26,0.462,0.391,16,28,0.571,6,17,23,3,3,0,19,22,32,60,0.533,9,29,0.31,23,31,0.742,0.608,16,21,0.762,8,25,33,13,9,3,12,24
6801,Northern Colorado,2,2016-11-16,,NON-FBS-SCHOOL,REG (Non-Conf),W,94,73,,28,63,0.444,14,32,0.438,14,31,0.452,0.556,24,37,0.649,9,36,45,19,6,3,12,25,22,60,0.367,6,21,0.286,16,39,0.41,0.417,23,32,0.719,7,29,36,8,3,6,13,26
6802,Northern Colorado,3,2016-11-19,@,Santa Clara,REG (Non-Conf),L,72,88,,28,56,0.5,7,18,0.389,21,38,0.553,0.563,9,13,0.692,7,21,28,14,4,4,14,16,32,60,0.533,14,31,0.452,18,29,0.621,0.65,10,16,0.625,8,20,28,20,7,3,10,17
6803,Northern Colorado,4,2016-11-21,@,Arizona,REG (Non-Conf),L,55,71,,21,53,0.396,7,19,0.368,14,34,0.412,0.462,6,14,0.429,5,26,31,10,0,0,11,20,24,55,0.436,4,16,0.25,20,39,0.513,0.473,19,23,0.826,4,28,32,17,3,6,6,18
6804,Northern Colorado,5,2016-11-24,N,Sacred Heart,REG (Non-Conf),W,81,59,,31,62,0.5,13,24,0.542,18,38,0.474,0.605,6,11,0.545,10,34,44,13,0,2,9,20,20,57,0.351,5,16,0.313,15,41,0.366,0.395,14,22,0.636,5,23,28,11,5,6,8,13
6805,Northern Colorado,6,2016-11-25,N,Bucknell,REG (Non-Conf),L,63,75,,25,51,0.49,6,21,0.286,19,30,0.633,0.549,7,14,0.5,5,22,27,9,5,1,15,19,28,56,0.5,8,23,0.348,20,33,0.606,0.571,11,16,0.688,8,20,28,12,3,2,13,16
6806,Northern Colorado,7,2016-11-29,@,Oklahoma,REG (Non-Conf),L,66,87,,26,71,0.366,10,33,0.303,16,38,0.421,0.437,4,7,0.571,10,20,30,14,11,0,14,16,34,63,0.54,8,23,0.348,26,40,0.65,0.603,11,21,0.524,13,30,43,13,11,9,16,13
6807,Northern Colorado,8,2016-12-03,,NON-FBS-SCHOOL,REG (Non-Conf),W,97,73,,35,64,0.547,9,26,0.346,26,38,0.684,0.617,18,24,0.75,9,22,31,20,7,1,5,15,26,51,0.51,11,24,0.458,15,27,0.556,0.618,10,15,0.667,3,20,23,13,3,0,14,20
6808,Northern Colorado,9,2016-12-10,@,Colorado State,REG (Non-Conf),L,64,81,,22,61,0.361,10,34,0.294,12,27,0.444,0.443,10,14,0.714,7,25,32,13,4,4,16,24,27,64,0.422,6,22,0.273,21,42,0.5,0.469,21,30,0.7,14,32,46,13,8,5,12,15
6809,Northern Colorado,10,2016-12-17,@,Denver,REG (Non-Conf),L,70,73,,21,49,0.429,7,22,0.318,14,27,0.519,0.5,21,30,0.7,7,27,34,8,7,2,18,27,21,58,0.362,9,22,0.409,12,36,0.333,0.44,22,27,0.815,9,25,34,13,7,3,14,25
6810,Northern Colorado,11,2016-12-20,,UC Riverside,REG (Non-Conf),W,77,61,,29,55,0.527,10,22,0.455,19,33,0.576,0.618,9,17,0.529,5,28,33,15,4,2,17,13,25,67,0.373,8,24,0.333,17,43,0.395,0.433,3,3,1.0,8,21,29,11,5,2,14,20
6811,Northern Colorado,12,2016-12-29,@,Sacramento State,REG (Conf),W,69,53,,25,60,0.417,5,20,0.25,20,40,0.5,0.458,14,21,0.667,9,36,45,15,8,4,19,15,22,68,0.324,4,24,0.167,18,44,0.409,0.353,5,8,0.625,6,27,33,15,7,8,12,19
6812,Northern Colorado,13,2016-12-31,@,Portland State,REG (Conf),W,73,59,,26,55,0.473,10,28,0.357,16,27,0.593,0.564,11,20,0.55,6,32,38,17,5,2,15,18,24,66,0.364,7,31,0.226,17,35,0.486,0.417,4,21,0.19,12,25,37,14,11,2,14,22
6813,Northern Colorado,14,2017-01-05,,Southern Utah,REG (Conf),L,76,78,,26,69,0.377,9,25,0.36,17,44,0.386,0.442,15,22,0.682,13,28,41,13,1,6,12,20,29,59,0.492,7,22,0.318,22,37,0.595,0.551,13,18,0.722,4,24,28,10,8,4,12,24
