Index,Team,Gtm,Date,Site,Opponent,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,o2P,o2PA,o2P%,oeFG%,oFT,oFTA,oFT%,oORB,oDRB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
6626,North Dakota,16,2017-01-14,@,Montana,REG (Conf),L,70,76,,27,59,0.458,4,10,0.4,23,49,0.469,0.492,12,15,0.8,7,27,34,12,2,4,15,20,28,63,0.444,4,16,0.25,24,47,0.511,0.476,16,25,0.64,9,25,34,11,5,3,7,15
6627,North Dakota,17,2017-01-19,,Weber State,REG (Conf),W,83,77,,30,53,0.566,5,10,0.5,25,43,0.581,0.613,18,23,0.783,9,24,33,9,5,3,17,18,29,61,0.475,11,26,0.423,18,35,0.514,0.566,8,8,1.0,4,16,20,11,8,2,13,21
6628,North Dakota,18,2017-01-21,,Idaho State,REG (Conf),W,89,64,,33,60,0.55,13,22,0.591,20,38,0.526,0.658,10,10,1.0,7,26,33,17,8,6,14,21,24,57,0.421,8,16,0.5,16,41,0.39,0.491,8,19,0.421,10,19,29,13,11,4,15,11
6629,North Dakota,19,2017-01-26,@,Southern Utah,REG (Conf),W,91,89,,30,58,0.517,10,20,0.5,20,38,0.526,0.603,21,30,0.7,8,16,24,15,7,3,11,27,29,57,0.509,12,22,0.545,17,35,0.486,0.614,19,26,0.731,10,23,33,10,4,4,16,27
6630,North Dakota,20,2017-01-28,@,Northern Arizona,REG (Conf),L,67,68,,24,54,0.444,8,18,0.444,16,36,0.444,0.519,11,13,0.846,5,20,25,15,9,1,16,16,28,66,0.424,7,23,0.304,21,43,0.488,0.477,5,8,0.625,15,23,38,14,8,4,19,14
6631,North Dakota,21,2017-02-04,,Northern Colorado,REG (Conf),W,87,77,OT,28,64,0.438,6,16,0.375,22,48,0.458,0.484,25,33,0.758,12,24,36,11,9,6,13,23,26,55,0.473,10,23,0.435,16,32,0.5,0.564,15,24,0.625,7,24,31,12,7,2,17,30
6632,North Dakota,22,2017-02-09,,Eastern Washington,REG (Conf),W,95,86,,30,56,0.536,7,15,0.467,23,41,0.561,0.598,28,34,0.824,7,17,24,13,7,3,10,25,31,62,0.5,7,14,0.5,24,48,0.5,0.556,17,22,0.773,13,19,32,10,6,4,14,28
6633,North Dakota,23,2017-02-11,,Idaho,REG (Conf),W,88,65,,28,55,0.509,8,16,0.5,20,39,0.513,0.582,24,28,0.857,12,26,38,12,6,5,10,17,24,62,0.387,4,19,0.211,20,43,0.465,0.419,13,19,0.684,12,15,27,8,3,0,9,20
6634,North Dakota,24,2017-02-16,@,Idaho State,REG (Conf),W,77,61,,30,64,0.469,13,28,0.464,17,36,0.472,0.57,4,7,0.571,9,24,33,20,10,2,11,20,19,51,0.373,3,17,0.176,16,34,0.471,0.402,20,25,0.8,8,20,28,5,3,1,18,13
6635,North Dakota,25,2017-02-18,@,Weber State,REG (Conf),W,77,68,,32,62,0.516,6,14,0.429,26,48,0.542,0.565,7,11,0.636,11,24,35,11,9,1,18,23,24,53,0.453,2,12,0.167,22,41,0.537,0.472,18,26,0.692,6,21,27,6,12,2,15,18
6636,North Dakota,26,2017-02-25,@,Northern Colorado,REG (Conf),W,84,81,OT,29,66,0.439,1,12,0.083,28,54,0.519,0.447,25,33,0.758,8,27,35,11,14,3,11,22,30,64,0.469,8,27,0.296,22,37,0.595,0.531,13,23,0.565,8,33,41,16,6,1,20,22
6637,North Dakota,27,2017-03-02,,Sacramento State,REG (Conf),L,53,57,,23,57,0.404,4,21,0.19,19,36,0.528,0.439,3,10,0.3,9,21,30,15,9,1,11,17,19,46,0.413,4,9,0.444,15,37,0.405,0.457,15,20,0.75,10,26,36,10,5,2,16,13
6638,North Dakota,28,2017-03-04,,Portland State,REG (Conf),W,82,73,,27,52,0.519,7,16,0.438,20,36,0.556,0.587,21,23,0.913,7,25,32,18,13,1,20,16,27,55,0.491,9,22,0.409,18,33,0.545,0.573,10,13,0.769,4,18,22,15,13,1,19,20
6639,North Dakota,29,2017-03-09,N,Portland State,CTOURN,W,95,72,,33,59,0.559,11,20,0.55,22,39,0.564,0.653,18,19,0.947,6,31,37,22,6,4,19,20,28,70,0.4,3,21,0.143,25,49,0.51,0.421,13,20,0.65,14,19,33,12,9,5,15,21
6640,North Dakota,30,2017-03-10,N,Idaho,CTOURN,W,69,64,,22,52,0.423,8,18,0.444,14,34,0.412,0.5,17,26,0.654,3,34,37,12,7,1,10,20,22,60,0.367,7,22,0.318,15,38,0.395,0.425,13,21,0.619,10,31,41,7,5,2,11,23
6641,North Dakota,31,2017-03-11,N,Weber State,CTOURN,W,93,89,OT,33,69,0.478,6,15,0.4,27,54,0.5,0.522,21,31,0.677,9,26,35,13,8,3,7,26,25,57,0.439,8,21,0.381,17,36,0.472,0.509,31,39,0.795,8,31,39,11,3,2,14,28
6642,North Dakota,32,2017-03-16,N,Arizona,ROUND-64,L,82,100,,32,69,0.464,10,22,0.455,22,47,0.468,0.536,8,16,0.5,7,19,26,18,6,2,6,23,36,62,0.581,4,11,0.364,32,51,0.627,0.613,24,28,0.857,7,32,39,14,3,3,7,18
6643,North Dakota State,1,2016-11-11,,Arkansas State,REG (Non-Conf),W,76,66,,23,46,0.5,1,11,0.091,22,35,0.629,0.511,29,42,0.69,6,24,30,9,10,6,14,18,25,57,0.439,5,16,0.313,20,41,0.488,0.482,11,15,0.733,8,20,28,14,5,1,15,35
6644,North Dakota State,2,2016-11-13,,NON-FBS-SCHOOL,REG (Non-Conf),W,92,62,,31,62,0.5,9,18,0.5,22,44,0.5,0.573,21,24,0.875,9,25,34,13,5,4,11,11,24,60,0.4,12,27,0.444,12,33,0.364,0.5,2,3,0.667,7,20,27,18,6,6,20,18
6645,North Dakota State,3,2016-11-18,N,Navy,REG (Non-Conf),W,66,59,,22,45,0.489,4,13,0.308,18,32,0.563,0.533,18,28,0.643,8,22,30,6,10,7,16,17,19,48,0.396,5,19,0.263,14,29,0.483,0.448,16,23,0.696,11,20,31,12,7,2,17,24
6646,North Dakota State,4,2016-11-19,N,UNC Greensboro,REG (Non-Conf),L,54,65,,20,40,0.5,9,18,0.5,11,22,0.5,0.613,5,8,0.625,1,23,24,14,6,4,20,13,23,55,0.418,9,22,0.409,14,33,0.424,0.5,10,13,0.769,7,20,27,12,9,2,9,14
6647,North Dakota State,5,2016-11-20,@,High Point,REG (Non-Conf),W,70,44,,27,53,0.509,6,18,0.333,21,35,0.6,0.566,10,15,0.667,10,27,37,15,8,3,12,19,15,52,0.288,4,10,0.4,11,42,0.262,0.327,10,15,0.667,12,21,33,9,7,2,15,16
6648,North Dakota State,6,2016-11-22,,NON-FBS-SCHOOL,REG (Non-Conf),W,83,52,,36,69,0.522,8,20,0.4,28,49,0.571,0.58,3,6,0.5,14,26,40,18,8,3,7,13,17,53,0.321,6,17,0.353,11,36,0.306,0.377,12,15,0.8,7,20,27,8,3,3,9,9
6649,North Dakota State,7,2016-11-27,@,Missouri State,REG (Non-Conf),L,50,64,,22,60,0.367,5,19,0.263,17,41,0.415,0.408,1,4,0.25,9,22,31,6,7,4,15,16,22,58,0.379,7,23,0.304,15,35,0.429,0.44,13,18,0.722,10,24,34,11,8,6,12,13
6650,North Dakota State,8,2016-11-29,@,Xavier,REG (Non-Conf),L,55,85,,24,54,0.444,2,15,0.133,22,39,0.564,0.463,5,13,0.385,7,19,26,11,5,7,14,15,31,64,0.484,10,22,0.455,21,42,0.5,0.563,13,20,0.65,15,27,42,23,9,5,7,12
6651,North Dakota State,9,2016-12-02,@,North Carolina A&T,REG (Non-Conf),W,85,67,,26,55,0.473,7,22,0.318,19,33,0.576,0.536,26,38,0.684,16,24,40,15,6,3,12,19,23,52,0.442,9,24,0.375,14,28,0.5,0.529,12,25,0.48,8,14,22,8,5,3,12,24
6652,North Dakota State,10,2016-12-07,,North Dakota,REG (Non-Conf),L,56,74,,24,58,0.414,1,20,0.05,23,38,0.605,0.422,7,16,0.438,9,25,34,5,5,2,13,15,27,59,0.458,6,18,0.333,21,41,0.512,0.508,14,15,0.933,6,27,33,14,9,1,11,18
6653,North Dakota State,11,2016-12-14,,UC Davis,REG (Non-Conf),W,74,70,,24,49,0.49,8,22,0.364,16,27,0.593,0.571,18,29,0.621,6,19,25,13,8,2,12,19,23,51,0.451,8,23,0.348,15,28,0.536,0.529,16,25,0.64,9,22,31,11,3,3,15,23
6654,North Dakota State,12,2016-12-16,@,North Dakota,REG (Non-Conf),W,87,70,,30,57,0.526,9,20,0.45,21,37,0.568,0.605,18,26,0.692,8,31,39,12,2,2,15,30,25,56,0.446,4,16,0.25,21,40,0.525,0.482,16,30,0.533,8,23,31,16,6,1,10,28
6655,North Dakota State,13,2016-12-20,@,Arkansas,REG (Non-Conf),L,55,71,,18,54,0.333,7,27,0.259,11,27,0.407,0.398,12,21,0.571,5,26,31,12,7,3,14,16,24,61,0.393,9,21,0.429,15,40,0.375,0.467,14,16,0.875,9,29,38,13,6,4,16,18
6656,North Dakota State,14,2016-12-28,@,South Dakota State,REG (Conf),W,80,69,,29,63,0.46,13,39,0.333,16,24,0.667,0.563,9,16,0.563,9,28,37,18,7,2,8,20,21,54,0.389,8,27,0.296,13,27,0.481,0.463,19,26,0.731,8,29,37,9,6,2,12,17
6657,North Dakota State,15,2016-12-31,,Omaha,REG (Conf),W,82,70,,24,55,0.436,8,20,0.4,16,35,0.457,0.509,26,28,0.929,7,26,33,10,3,3,10,17,23,61,0.377,11,26,0.423,12,35,0.343,0.467,13,20,0.65,12,20,32,11,6,2,13,24
6658,North Dakota State,16,2017-01-05,,NON-FBS-SCHOOL,REG (Conf),W,93,89,,27,52,0.519,10,20,0.5,17,32,0.531,0.615,29,39,0.744,6,26,32,16,6,2,11,23,28,76,0.368,12,30,0.4,16,46,0.348,0.447,21,28,0.75,20,20,40,17,7,1,12,27
6659,North Dakota State,17,2017-01-11,@,South Dakota,REG (Conf),W,70,69,,27,58,0.466,9,22,0.409,18,36,0.5,0.543,7,13,0.538,4,24,28,14,5,5,10,19,22,52,0.423,6,18,0.333,16,34,0.471,0.481,19,30,0.633,6,26,32,11,6,2,10,14
6660,North Dakota State,18,2017-01-14,@,Denver,REG (Conf),L,55,79,,19,60,0.317,6,19,0.316,13,41,0.317,0.367,11,17,0.647,7,17,24,7,8,7,7,17,29,60,0.483,5,19,0.263,24,41,0.585,0.525,16,19,0.842,11,35,46,15,3,4,11,17
6661,North Dakota State,19,2017-01-19,,NON-FBS-SCHOOL,REG (Conf),W,89,83,,27,50,0.54,13,22,0.591,14,28,0.5,0.67,22,27,0.815,3,22,25,14,4,5,10,10,30,65,0.462,16,31,0.516,14,34,0.412,0.585,7,9,0.778,9,19,28,19,6,1,13,20
6662,North Dakota State,20,2017-01-21,@,Western Illinois,REG (Conf),W,89,57,,32,57,0.561,13,16,0.813,19,41,0.463,0.675,12,20,0.6,2,36,38,19,7,3,10,14,22,58,0.379,8,23,0.348,14,35,0.4,0.448,5,8,0.625,1,24,25,11,4,5,14,17
6663,North Dakota State,21,2017-01-25,,Oral Roberts,REG (Conf),W,81,71,,25,58,0.431,10,23,0.435,15,35,0.429,0.517,21,24,0.875,6,23,29,14,8,2,7,13,28,59,0.475,7,18,0.389,21,41,0.512,0.534,8,10,0.8,7,24,31,12,3,5,13,17
6664,North Dakota State,22,2017-02-01,@,NON-FBS-SCHOOL,REG (Conf),L,81,86,OT,29,65,0.446,9,22,0.409,20,43,0.465,0.515,14,18,0.778,10,20,30,10,6,5,10,13,33,67,0.493,14,24,0.583,19,43,0.442,0.597,6,7,0.857,10,23,33,21,5,5,13,15
6665,North Dakota State,23,2017-02-04,,South Dakota,REG (Conf),L,66,76,,25,62,0.403,10,28,0.357,15,34,0.441,0.484,6,9,0.667,7,22,29,14,8,4,11,19,28,55,0.509,5,14,0.357,23,41,0.561,0.555,15,20,0.75,7,27,34,14,6,5,9,16
6666,North Dakota State,24,2017-02-08,,South Dakota State,REG (Conf),W,82,65,,30,58,0.517,9,22,0.409,21,36,0.583,0.595,13,15,0.867,4,30,34,11,2,2,11,17,21,57,0.368,8,22,0.364,13,35,0.371,0.439,15,23,0.652,7,24,31,11,5,0,10,17
6667,North Dakota State,25,2017-02-11,,Denver,REG (Conf),W,81,63,,26,58,0.448,6,17,0.353,20,41,0.488,0.5,23,28,0.821,8,34,42,9,9,4,10,18,21,60,0.35,5,25,0.2,16,35,0.457,0.392,14,16,0.875,5,25,30,9,4,1,12,21
6668,North Dakota State,26,2017-02-15,@,NON-FBS-SCHOOL,REG (Conf),L,61,77,,21,52,0.404,8,22,0.364,13,30,0.433,0.481,11,17,0.647,5,25,30,13,3,2,15,14,29,61,0.475,9,24,0.375,20,37,0.541,0.549,10,16,0.625,7,27,34,19,7,1,9,16
6669,North Dakota State,27,2017-02-18,,Western Illinois,REG (Conf),W,100,91,2OT,29,56,0.518,6,15,0.4,23,41,0.561,0.571,36,43,0.837,6,29,35,9,5,5,10,17,32,70,0.457,10,22,0.455,22,48,0.458,0.529,17,22,0.773,6,22,28,12,5,4,7,29
6670,North Dakota State,28,2017-02-22,@,Oral Roberts,REG (Conf),W,82,80,,29,67,0.433,10,30,0.333,19,37,0.514,0.507,14,20,0.7,10,31,41,15,4,4,7,15,29,66,0.439,9,25,0.36,20,41,0.488,0.508,13,15,0.867,7,24,31,15,3,6,6,15
6671,North Dakota State,29,2017-02-25,@,Omaha,REG (Conf),L,92,96,,30,69,0.435,9,31,0.29,21,38,0.553,0.5,23,29,0.793,13,18,31,12,6,2,13,20,34,59,0.576,15,29,0.517,19,30,0.633,0.703,13,19,0.684,9,23,32,19,5,2,19,25
6672,North Dakota State,30,2017-03-04,N,NON-FBS-SCHOOL,CTOURN,L,57,76,,19,51,0.373,7,19,0.368,12,32,0.375,0.441,12,17,0.706,7,21,28,11,5,4,12,14,29,58,0.5,9,25,0.36,20,33,0.606,0.578,9,14,0.643,8,27,35,13,7,3,8,15
6673,North Florida,1,2016-11-11,@,Auburn,REG (Non-Conf),L,66,83,,22,57,0.386,6,20,0.3,16,37,0.432,0.439,16,24,0.667,12,25,37,10,2,2,28,30,25,60,0.417,13,32,0.406,12,28,0.429,0.525,20,31,0.645,9,24,33,17,11,6,17,20
6674,North Florida,2,2016-11-14,,NON-FBS-SCHOOL,REG (Non-Conf),W,109,73,,35,68,0.515,6,30,0.2,29,38,0.763,0.559,33,45,0.733,14,39,53,18,7,8,18,26,20,69,0.29,7,23,0.304,13,46,0.283,0.341,26,36,0.722,11,21,32,11,10,2,11,32
6675,North Florida,3,2016-11-16,,Miami (FL),REG (Non-Conf),L,56,94,,21,61,0.344,7,24,0.292,14,37,0.378,0.402,7,13,0.538,9,15,24,9,2,5,14,17,37,68,0.544,7,20,0.35,30,48,0.625,0.596,13,16,0.813,13,29,42,14,9,2,10,19
6676,North Florida,4,2016-11-18,@,Louisiana State,REG (Non-Conf),L,70,78,,25,57,0.439,7,24,0.292,18,33,0.545,0.5,13,28,0.464,13,30,43,15,4,5,20,22,29,62,0.468,7,19,0.368,22,43,0.512,0.524,13,23,0.565,9,20,29,15,8,3,14,24
6677,North Florida,5,2016-11-22,,NON-FBS-SCHOOL,REG (Non-Conf),W,112,66,,45,72,0.625,8,15,0.533,37,57,0.649,0.681,14,25,0.56,15,35,50,27,11,4,14,13,26,73,0.356,5,24,0.208,21,49,0.429,0.39,9,10,0.9,10,12,22,9,6,2,14,20
6678,North Florida,6,2016-11-25,N,North Dakota,REG (Non-Conf),W,76,75,,26,55,0.473,8,20,0.4,18,35,0.514,0.545,16,20,0.8,8,27,35,15,4,1,21,24,28,59,0.475,4,19,0.211,24,40,0.6,0.508,15,25,0.6,7,21,28,19,11,4,11,20
6679,North Florida,7,2016-11-26,N,Cal State Bakersfield,REG (Non-Conf),L,54,77,,18,50,0.36,9,25,0.36,9,25,0.36,0.45,9,13,0.692,7,18,25,8,6,3,24,17,32,58,0.552,7,13,0.538,25,45,0.556,0.612,6,11,0.545,10,23,33,15,12,4,13,15
6680,North Florida,8,2016-11-27,@,Wright State,REG (Non-Conf),L,67,75,,26,62,0.419,7,25,0.28,19,37,0.514,0.476,8,11,0.727,14,17,31,10,10,4,18,19,25,50,0.5,11,22,0.5,14,28,0.5,0.61,14,17,0.824,9,20,29,19,7,1,17,14
6681,North Florida,9,2016-12-01,,Florida,REG (Non-Conf),L,60,91,,20,53,0.377,6,22,0.273,14,31,0.452,0.434,14,19,0.737,6,17,23,2,4,3,20,21,31,53,0.585,9,19,0.474,22,34,0.647,0.67,20,28,0.714,7,24,31,17,8,3,12,18
6682,North Florida,10,2016-12-03,@,Syracuse,REG (Non-Conf),L,71,77,,25,63,0.397,11,39,0.282,14,24,0.583,0.484,10,16,0.625,14,21,35,12,5,0,13,18,25,52,0.481,13,24,0.542,12,28,0.429,0.606,14,24,0.583,9,22,31,20,10,3,12,13
6683,North Florida,11,2016-12-10,@,Arkansas,REG (Non-Conf),L,76,91,,26,56,0.464,12,30,0.4,14,26,0.538,0.571,12,19,0.632,5,17,22,9,4,0,19,21,31,66,0.47,5,20,0.25,26,46,0.565,0.508,24,32,0.75,14,25,39,21,13,4,14,15
6684,North Florida,12,2016-12-12,@,NON-FBS-SCHOOL,REG (Non-Conf),L,84,98,,27,62,0.435,7,20,0.35,20,42,0.476,0.492,23,33,0.697,10,23,33,13,3,0,17,19,34,69,0.493,12,28,0.429,22,41,0.537,0.58,18,21,0.857,5,24,29,21,9,6,12,26
6685,North Florida,13,2016-12-15,,NON-FBS-SCHOOL,REG (Non-Conf),W,110,80,,34,56,0.607,13,26,0.5,21,30,0.7,0.723,29,40,0.725,6,39,45,19,4,7,13,17,27,75,0.36,12,26,0.462,15,49,0.306,0.44,14,20,0.7,7,20,27,7,6,0,7,29
6686,North Florida,14,2016-12-18,@,Connecticut,REG (Non-Conf),L,59,80,,20,60,0.333,12,31,0.387,8,29,0.276,0.433,7,15,0.467,9,18,27,10,4,2,11,18,29,54,0.537,4,9,0.444,25,45,0.556,0.574,18,26,0.692,10,27,37,18,7,13,10,16
6687,North Florida,15,2016-12-21,@,Florida International,REG (Non-Conf),L,54,78,,18,50,0.36,8,23,0.348,10,27,0.37,0.44,10,18,0.556,5,13,18,10,5,5,14,12,30,60,0.5,8,17,0.471,22,43,0.512,0.567,10,17,0.588,10,29,39,17,6,4,11,20
6688,North Florida,16,2016-12-29,,Ball State,REG (Non-Conf),L,68,73,,22,54,0.407,8,24,0.333,14,30,0.467,0.481,16,21,0.762,11,21,32,8,4,6,10,16,26,64,0.406,13,26,0.5,13,38,0.342,0.508,8,14,0.571,14,21,35,9,2,4,10,15
6689,North Florida,17,2017-01-02,,NON-FBS-SCHOOL,REG (Non-Conf),W,102,67,,37,69,0.536,13,36,0.361,24,33,0.727,0.63,15,23,0.652,16,31,47,22,10,13,14,15,27,78,0.346,4,19,0.211,23,59,0.39,0.372,9,12,0.75,15,19,34,7,5,1,14,21
6690,North Florida,18,2017-01-07,@,Jacksonville,REG (Conf),W,80,64,,28,60,0.467,9,27,0.333,19,33,0.576,0.542,15,21,0.714,7,20,27,13,12,5,11,17,19,53,0.358,7,20,0.35,12,33,0.364,0.425,19,21,0.905,9,21,30,8,5,3,18,23
6691,North Florida,19,2017-01-12,@,South Carolina Upstate,REG (Conf),W,73,65,,27,72,0.375,9,26,0.346,18,46,0.391,0.438,10,10,1.0,17,27,44,15,5,5,10,11,26,61,0.426,9,22,0.409,17,39,0.436,0.5,4,10,0.4,8,24,32,20,4,3,11,11
6692,North Florida,20,2017-01-14,@,NJIT,REG (Conf),L,78,84,,25,52,0.481,7,25,0.28,18,27,0.667,0.548,21,33,0.636,8,18,26,7,9,4,16,30,24,53,0.453,7,16,0.438,17,37,0.459,0.519,29,40,0.725,11,22,33,15,7,2,15,28
6693,North Florida,21,2017-01-19,,Kennesaw State,REG (Conf),W,86,84,,33,64,0.516,10,26,0.385,23,38,0.605,0.594,10,15,0.667,11,30,41,13,4,4,14,17,33,65,0.508,6,16,0.375,27,49,0.551,0.554,12,23,0.522,7,20,27,16,10,4,6,12
6694,North Florida,22,2017-01-21,,Lipscomb,REG (Conf),W,90,84,,31,60,0.517,7,16,0.438,24,44,0.545,0.575,21,32,0.656,9,34,43,11,7,4,16,19,28,79,0.354,11,40,0.275,17,39,0.436,0.424,17,21,0.81,17,21,38,16,9,5,9,20
6695,North Florida,23,2017-01-25,,Florida Gulf Coast,REG (Conf),L,82,86,,25,54,0.463,6,20,0.3,19,34,0.559,0.519,26,36,0.722,16,21,37,7,5,6,17,25,30,63,0.476,5,17,0.294,25,46,0.543,0.516,21,30,0.7,14,17,31,14,8,2,8,25
6696,North Florida,24,2017-01-28,@,Stetson,REG (Conf),L,74,88,,27,69,0.391,5,27,0.185,22,42,0.524,0.428,15,18,0.833,15,26,41,13,6,9,15,18,34,68,0.5,8,22,0.364,26,46,0.565,0.559,12,19,0.632,9,27,36,21,9,5,9,15
6697,North Florida,25,2017-01-30,@,Florida Gulf Coast,REG (Conf),L,59,74,,24,64,0.375,8,27,0.296,16,37,0.432,0.438,3,10,0.3,11,21,32,11,4,4,11,17,25,54,0.463,5,12,0.417,20,42,0.476,0.509,19,26,0.731,10,27,37,13,6,4,9,11
6698,North Florida,26,2017-02-04,,Stetson,REG (Conf),W,96,64,,40,72,0.556,10,28,0.357,30,44,0.682,0.625,6,15,0.4,11,32,43,21,8,4,9,20,22,67,0.328,3,17,0.176,19,50,0.38,0.351,17,25,0.68,16,24,40,8,5,0,13,16
6699,North Florida,27,2017-02-09,,NJIT,REG (Conf),W,91,69,,31,60,0.517,13,25,0.52,18,35,0.514,0.625,16,26,0.615,14,25,39,18,8,5,16,21,27,64,0.422,7,21,0.333,20,43,0.465,0.477,8,20,0.4,14,19,33,9,11,4,14,26
6700,North Florida,28,2017-02-11,,South Carolina Upstate,REG (Conf),L,71,84,,26,59,0.441,7,19,0.368,19,40,0.475,0.5,12,17,0.706,8,23,31,13,4,4,16,19,33,64,0.516,5,18,0.278,28,46,0.609,0.555,13,17,0.765,7,24,31,8,11,1,12,16
6701,North Florida,29,2017-02-16,@,Lipscomb,REG (Conf),W,93,82,,33,54,0.611,8,19,0.421,25,35,0.714,0.685,19,28,0.679,7,24,31,18,6,3,19,14,30,68,0.441,8,33,0.242,22,35,0.629,0.5,14,17,0.824,12,18,30,22,11,2,16,23
6702,North Florida,30,2017-02-18,@,Kennesaw State,REG (Conf),L,68,85,,24,58,0.414,5,18,0.278,19,40,0.475,0.457,15,23,0.652,7,23,30,11,4,3,19,19,35,68,0.515,2,9,0.222,33,59,0.559,0.529,13,18,0.722,12,26,38,27,7,2,11,21
6703,North Florida,31,2017-02-23,,Jacksonville,REG (Conf),W,73,69,,28,60,0.467,12,32,0.375,16,28,0.571,0.567,5,11,0.455,9,31,40,14,4,10,12,17,27,63,0.429,8,27,0.296,19,36,0.528,0.492,7,17,0.412,11,25,36,12,6,1,9,15
6704,North Florida,32,2017-02-27,,Jacksonville,CTOURN,W,77,74,,29,56,0.518,9,22,0.409,20,34,0.588,0.598,10,21,0.476,9,27,36,13,3,1,11,18,25,54,0.463,10,23,0.435,15,31,0.484,0.556,14,20,0.7,6,19,25,9,8,3,9,20
6705,North Florida,33,2017-03-02,@,Lipscomb,CTOURN,W,91,85,,28,49,0.571,16,24,0.667,12,25,0.48,0.735,19,27,0.704,6,22,28,21,4,3,23,15,32,69,0.464,9,29,0.31,23,40,0.575,0.529,12,16,0.75,12,18,30,21,9,5,14,18
6706,North Florida,34,2017-03-05,@,Florida Gulf Coast,CTOURN,L,61,77,,20,57,0.351,6,26,0.231,14,31,0.452,0.404,15,22,0.682,14,23,37,11,3,1,13,17,28,60,0.467,6,16,0.375,22,44,0.5,0.517,15,22,0.682,10,23,33,16,7,4,7,17
6707,North Texas,1,2016-11-11,,NON-FBS-SCHOOL,REG (Non-Conf),W,85,77,,27,50,0.54,7,15,0.467,20,35,0.571,0.61,24,39,0.615,5,35,40,11,5,5,23,21,26,66,0.394,10,31,0.323,16,35,0.457,0.47,15,22,0.682,7,23,30,14,11,1,21,28
6708,North Texas,2,2016-11-15,@,Texas Tech,REG (Non-Conf),L,43,70,,17,55,0.309,4,24,0.167,13,31,0.419,0.345,5,12,0.417,5,30,35,7,2,2,16,21,28,65,0.431,6,20,0.3,22,45,0.489,0.477,8,16,0.5,9,35,44,15,10,4,5,15
6709,North Texas,3,2016-11-20,,Drexel,REG (Non-Conf),L,62,83,,21,51,0.412,6,16,0.375,15,35,0.429,0.471,14,20,0.7,8,14,22,14,6,2,16,14,32,59,0.542,12,24,0.5,20,35,0.571,0.644,7,9,0.778,10,23,33,17,7,1,15,18
6710,North Texas,4,2016-11-23,@,Rutgers,REG (Non-Conf),L,53,66,,19,57,0.333,9,24,0.375,10,33,0.303,0.412,6,6,1.0,3,22,25,12,6,3,8,20,23,63,0.365,3,20,0.15,20,43,0.465,0.389,17,22,0.773,18,29,47,16,4,8,11,11
6711,North Texas,5,2016-11-25,,Niagara,REG (Non-Conf),W,80,71,,24,56,0.429,6,22,0.273,18,34,0.529,0.482,26,34,0.765,7,26,33,13,7,3,13,23,23,55,0.418,8,25,0.32,15,30,0.5,0.491,17,23,0.739,3,26,29,11,6,4,15,27
6712,North Texas,6,2016-11-27,,Hartford,REG (Non-Conf),W,81,78,,27,55,0.491,13,22,0.591,14,33,0.424,0.609,14,20,0.7,8,20,28,14,6,4,14,15,27,57,0.474,13,27,0.481,14,30,0.467,0.588,11,17,0.647,9,16,25,14,5,1,14,18
6713,North Texas,7,2016-11-30,,NON-FBS-SCHOOL,REG (Non-Conf),W,73,45,,25,61,0.41,6,21,0.286,19,40,0.475,0.459,17,23,0.739,16,30,46,14,8,9,19,15,19,69,0.275,4,19,0.211,15,50,0.3,0.304,3,6,0.5,11,20,31,8,8,5,20,21
6714,North Texas,8,2016-12-03,,UT Arlington,REG (Non-Conf),L,61,77,,20,64,0.313,4,18,0.222,16,46,0.348,0.344,17,24,0.708,16,19,35,6,11,1,14,20,26,53,0.491,10,26,0.385,16,27,0.593,0.585,15,19,0.789,6,29,35,17,6,3,19,20
6715,North Texas,9,2016-12-08,,Delaware State,REG (Non-Conf),W,73,40,,26,58,0.448,3,19,0.158,23,39,0.59,0.474,18,25,0.72,13,31,44,11,8,6,5,17,12,53,0.226,6,22,0.273,6,31,0.194,0.283,10,18,0.556,7,17,24,6,4,0,10,20
6716,North Texas,10,2016-12-17,@,NON-FBS-SCHOOL,REG (Non-Conf),L,70,76,,26,58,0.448,2,19,0.105,24,39,0.615,0.466,16,24,0.667,7,24,31,12,7,3,14,23,26,57,0.456,4,17,0.235,22,40,0.55,0.491,20,30,0.667,13,23,36,15,8,2,14,24
6717,North Texas,11,2016-12-20,,Southeastern Louisiana,REG (Non-Conf),W,71,65,,24,49,0.49,6,16,0.375,18,33,0.545,0.551,17,22,0.773,6,14,20,12,8,4,13,17,24,45,0.533,5,11,0.455,19,34,0.559,0.589,12,15,0.8,8,16,24,9,3,1,18,19
6718,North Texas,12,2016-12-22,,San Diego,REG (Non-Conf),L,68,69,,24,60,0.4,5,17,0.294,19,43,0.442,0.442,15,21,0.714,11,19,30,8,5,6,11,22,21,47,0.447,6,18,0.333,15,29,0.517,0.511,21,27,0.778,7,24,31,12,5,1,16,20
6719,North Texas,13,2016-12-31,@,Charlotte,REG (Conf),L,76,101,,28,73,0.384,3,19,0.158,25,54,0.463,0.404,17,21,0.81,18,28,46,10,6,1,21,25,31,60,0.517,14,20,0.7,17,40,0.425,0.633,25,30,0.833,5,26,31,21,8,6,10,19
