Team,Gtm,Date,Site,Opponent,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,oFG,oFGA,oFG%,o3P,o3PA,o3P%,o2P,o2PA,o2P%,oeFG%,oFT,oFTA,oFT%,oORB,oDRB,oTRB,oAST,oSTL,oBLK,oTOV,oPF
Richmond,10,2016-12-17,,Texas Tech,REG (Non-Conf),L,72,79,,25,55,.455,10,28,.357,15,27,.556,.545,12,16,.750,8,20,28,14,6,2,14,25,30,60,.500,2,8,.250,28,52,.538,.517,17,25,.680,16,25,41,15,4,3,11,14
Richmond,11,2016-12-20,@,James Madison,REG (Non-Conf),W,75,55,,25,52,.481,9,22,.409,16,30,.533,.567,16,21,.762,3,21,24,18,9,0,11,21,20,51,.392,3,20,.150,17,31,.548,.422,12,19,.632,11,24,35,12,2,4,21,24
Richmond,12,2016-12-23,@,Oral Roberts,REG (Non-Conf),L,72,87,,27,66,.409,2,23,.087,25,43,.581,.424,16,22,.727,10,24,34,18,7,1,13,27,26,55,.473,7,20,.350,19,35,.543,.536,28,40,.700,12,25,37,16,7,4,11,20
Richmond,13,2016-12-31,@,Davidson,REG (Conf),W,82,80,,33,62,.532,12,27,.444,21,35,.600,.629,4,9,.444,4,22,26,19,5,2,10,17,27,58,.466,8,21,.381,19,37,.514,.534,18,23,.783,9,26,35,17,7,3,10,14
Richmond,14,2017-01-04,,Fordham,REG (Conf),W,80,72,,29,54,.537,10,21,.476,19,33,.576,.630,12,15,.800,4,20,24,21,8,4,11,14,28,56,.500,7,22,.318,21,34,.618,.563,9,12,.750,10,22,32,12,8,1,15,18
Richmond,15,2017-01-08,@,George Washington,REG (Conf),W,77,70,,32,52,.615,8,15,.533,24,37,.649,.692,5,11,.455,3,23,26,22,6,3,12,18,24,53,.453,8,25,.320,16,28,.571,.528,14,17,.824,7,19,26,15,5,5,10,13
Richmond,16,2017-01-11,,St. Bonaventure,REG (Conf),W,78,61,,25,54,.463,10,27,.370,15,27,.556,.556,18,22,.818,7,26,33,22,8,4,11,16,21,53,.396,5,16,.313,16,37,.432,.443,14,19,.737,8,24,32,11,6,3,14,22
Richmond,17,2017-01-14,@,Saint Joseph's,REG (Conf),W,70,66,,24,55,.436,8,25,.320,16,30,.533,.509,14,19,.737,5,25,30,15,6,2,19,26,21,61,.344,4,17,.235,17,44,.386,.377,20,29,.690,12,26,38,9,4,5,17,21
Richmond,18,2017-01-19,@,Dayton,REG (Conf),L,59,75,,23,55,.418,2,20,.100,21,35,.600,.436,11,15,.733,6,23,29,13,4,1,13,21,23,47,.489,8,21,.381,15,26,.577,.574,21,26,.808,4,27,31,10,9,2,14,14
Richmond,19,2017-01-22,,George Mason,REG (Conf),L,77,82,,26,72,.361,9,30,.300,17,42,.405,.424,16,20,.800,9,25,34,18,8,0,10,19,30,64,.469,5,16,.313,25,48,.521,.508,17,24,.708,11,33,44,10,6,5,15,18
Richmond,20,2017-01-25,,Rhode Island,REG (Conf),W,73,62,,23,54,.426,4,20,.200,19,34,.559,.463,23,37,.622,6,37,43,15,8,6,18,21,26,77,.338,2,19,.105,24,58,.414,.351,8,20,.400,21,29,50,9,13,5,18,27
Richmond,21,2017-01-28,,Duquesne,REG (Conf),W,101,90,,31,58,.534,13,31,.419,18,27,.667,.647,26,30,.867,7,26,33,24,4,2,8,17,33,71,.465,11,23,.478,22,48,.458,.542,13,16,.813,15,22,37,13,4,2,11,21
Richmond,22,2017-02-01,@,VCU,REG (Conf),L,74,81,,28,57,.491,6,19,.316,22,38,.579,.544,12,16,.750,6,21,27,13,3,2,12,20,27,52,.519,3,11,.273,24,41,.585,.548,24,31,.774,3,23,26,18,10,3,7,17
Richmond,23,2017-02-04,,George Washington,REG (Conf),W,84,75,,30,54,.556,7,21,.333,23,33,.697,.620,17,22,.773,2,27,29,13,4,2,7,22,21,59,.356,7,29,.241,14,30,.467,.415,26,30,.867,12,24,36,7,4,0,10,20
Richmond,24,2017-02-11,@,La Salle,REG (Conf),W,64,52,,26,59,.441,5,20,.250,21,39,.538,.483,7,10,.700,5,24,29,19,11,1,16,14,21,52,.404,4,20,.200,17,32,.531,.442,6,9,.667,4,25,29,11,11,3,24,14
Richmond,25,2017-02-14,@,George Mason,REG (Conf),L,70,93,,30,65,.462,6,21,.286,24,44,.545,.508,4,8,.500,5,16,21,16,6,1,7,21,29,54,.537,6,18,.333,23,36,.639,.593,29,32,.906,9,30,39,12,3,1,14,7
Richmond,26,2017-02-17,,VCU,REG (Conf),L,73,84,,22,58,.379,10,24,.417,12,34,.353,.466,19,28,.679,9,19,28,13,6,0,11,20,30,52,.577,7,14,.500,23,38,.605,.644,17,21,.810,4,29,33,17,3,2,17,26
Richmond,27,2017-02-21,,Davidson,REG (Conf),W,84,76,,32,53,.604,8,20,.400,24,33,.727,.679,12,18,.667,2,22,24,18,7,1,7,10,28,57,.491,14,32,.438,14,25,.560,.614,6,8,.750,7,20,27,21,2,4,12,18
Richmond,28,2017-02-25,@,Fordham,REG (Conf),W,70,48,,27,54,.500,9,25,.360,18,29,.621,.583,7,9,.778,5,24,29,21,11,0,13,11,19,46,.413,6,21,.286,13,25,.520,.478,4,9,.444,5,21,26,7,10,4,17,11
Richmond,29,2017-03-01,@,Massachusetts,REG (Conf),W,75,64,,28,49,.571,15,26,.577,13,23,.565,.724,4,4,1.000,1,14,15,24,6,1,14,11,28,56,.500,3,17,.176,25,39,.641,.527,5,7,.714,8,17,25,22,7,2,14,12
Richmond,30,2017-03-04,,Saint Louis,REG (Conf),W,72,62,,24,53,.453,10,27,.370,14,26,.538,.547,14,18,.778,6,21,27,19,8,0,4,17,22,50,.440,8,22,.364,14,28,.500,.520,10,14,.714,9,23,32,12,0,2,12,17
Richmond,31,2017-03-10,N,George Washington,CTOURN,W,70,67,,26,58,.448,6,21,.286,20,37,.541,.500,12,16,.750,8,13,21,16,6,2,4,12,28,51,.549,7,17,.412,21,34,.618,.618,4,4,1.000,8,19,27,14,2,6,12,15
Richmond,32,2017-03-11,N,VCU,CTOURN,L,77,87,OT,26,61,.426,10,22,.455,16,39,.410,.508,15,18,.833,2,21,23,16,6,2,10,15,33,67,.493,5,14,.357,28,53,.528,.530,16,22,.727,12,30,42,20,6,3,13,15
Richmond,33,2017-03-14,@,Alabama,NIT,W,71,64,,28,52,.538,7,18,.389,21,34,.618,.606,8,11,.727,4,19,23,10,7,0,11,13,25,60,.417,7,24,.292,18,36,.500,.475,7,7,1.000,11,20,31,13,2,2,15,14
Richmond,34,2017-03-19,,Oakland,NIT,W,87,83,,31,58,.534,9,23,.391,22,35,.629,.612,16,22,.727,7,23,30,20,5,4,7,18,28,61,.459,11,24,.458,17,37,.459,.549,16,19,.842,8,23,31,18,4,2,11,22
Richmond,35,2017-03-21,@,TCU,NIT,L,68,86,,28,57,.491,5,21,.238,23,36,.639,.535,7,10,.700,4,15,19,20,2,1,7,16,33,64,.516,8,23,.348,25,41,.610,.578,12,13,.923,13,26,39,23,2,3,7,13
Rider,1,2016-11-11,@,Hampton,REG (Non-Conf),W,67,56,,25,54,.463,4,16,.250,21,38,.553,.500,13,18,.722,7,25,32,9,8,5,19,18,20,57,.351,4,21,.190,16,36,.444,.386,12,16,.750,9,24,33,10,3,3,19,18
Rider,2,2016-11-16,@,Hartford,REG (Non-Conf),W,84,68,,33,73,.452,4,14,.286,29,59,.492,.479,14,22,.636,18,29,47,16,11,5,10,17,23,57,.404,7,21,.333,16,36,.444,.465,15,19,.789,5,26,31,14,5,3,14,21
Rider,3,2016-11-19,@,South Florida,REG (Non-Conf),L,65,70,,23,61,.377,3,20,.150,20,41,.488,.402,16,22,.727,16,24,40,9,9,3,17,20,26,56,.464,6,19,.316,20,37,.541,.518,12,21,.571,10,21,31,15,6,3,17,17
Rider,4,2016-11-23,@,Fordham,REG (Non-Conf),L,62,73,,24,57,.421,3,15,.200,21,42,.500,.447,11,20,.550,10,30,40,12,5,1,19,21,24,58,.414,7,27,.259,17,31,.548,.474,18,24,.750,4,26,30,13,11,5,10,18
Rider,5,2016-11-26,@,Wagner,REG (Non-Conf),W,70,67,,26,54,.481,2,12,.167,24,42,.571,.500,16,22,.727,11,22,33,7,7,2,15,20,24,61,.393,7,21,.333,17,40,.425,.451,12,19,.632,15,16,31,10,9,4,12,20
Rider,6,2016-12-01,,Fairfield,REG (Conf),L,67,76,,24,58,.414,5,18,.278,19,40,.475,.457,14,28,.500,11,28,39,11,5,4,17,27,22,54,.407,7,21,.333,15,33,.455,.472,25,36,.694,7,31,38,7,7,1,14,27
Rider,7,2016-12-05,,Siena,REG (Conf),W,71,69,,26,62,.419,5,17,.294,21,45,.467,.460,14,25,.560,14,29,43,16,6,5,15,22,28,80,.350,1,19,.053,27,61,.443,.356,12,20,.600,21,28,49,14,10,5,12,23
Rider,8,2016-12-10,N,Pacific,REG (Non-Conf),W,73,66,,25,56,.446,9,20,.450,16,36,.444,.527,14,22,.636,7,32,39,12,0,5,10,18,22,70,.314,8,24,.333,14,46,.304,.371,14,18,.778,15,27,42,13,1,1,6,21
Rider,9,2016-12-14,,Kennesaw State,REG (Non-Conf),W,81,79,,31,71,.437,10,23,.435,21,48,.438,.507,9,21,.429,11,22,33,19,13,2,13,13,33,60,.550,10,14,.714,23,46,.500,.633,3,8,.375,8,33,41,21,6,5,22,21
Rider,10,2016-12-16,,Drexel,REG (Non-Conf),W,90,82,,33,68,.485,6,19,.316,27,49,.551,.529,18,26,.692,14,29,43,16,9,6,14,16,33,76,.434,7,18,.389,26,58,.448,.480,9,14,.643,15,23,38,11,6,0,12,21
Rider,11,2016-12-18,@,North Carolina A&T,REG (Non-Conf),W,60,59,,24,57,.421,2,15,.133,22,42,.524,.439,10,16,.625,9,22,31,14,7,5,10,15,20,53,.377,4,15,.267,16,38,.421,.415,15,17,.882,8,23,31,9,4,1,13,17
Rider,12,2016-12-22,@,Massachusetts,REG (Non-Conf),L,67,78,,22,65,.338,3,18,.167,19,47,.404,.362,20,28,.714,10,28,38,12,4,1,13,21,27,61,.443,5,21,.238,22,40,.550,.484,19,27,.704,7,33,40,19,9,8,11,22
Rider,13,2016-12-28,@,NC State,REG (Non-Conf),L,71,99,,28,75,.373,5,18,.278,23,57,.404,.407,10,16,.625,12,22,34,12,7,2,12,17,40,72,.556,6,18,.333,34,54,.630,.597,13,16,.813,10,36,46,26,7,7,15,16
Rider,14,2016-12-31,@,Monmouth,REG (Conf),W,93,90,OT,33,73,.452,8,21,.381,25,52,.481,.507,19,26,.731,14,34,48,14,7,6,18,24,28,72,.389,8,26,.308,20,46,.435,.444,26,30,.867,9,30,39,12,7,5,12,26
Rider,15,2017-01-06,@,Marist,REG (Conf),W,73,62,,26,55,.473,5,15,.333,21,40,.525,.518,16,24,.667,10,28,38,14,7,5,12,13,24,58,.414,6,25,.240,18,33,.545,.466,8,13,.615,6,25,31,7,6,2,13,20
Rider,16,2017-01-08,,Niagara,REG (Conf),W,89,78,,30,63,.476,11,22,.500,19,41,.463,.563,18,21,.857,9,17,26,18,10,7,11,18,27,56,.482,10,19,.526,17,37,.459,.571,14,20,.700,6,23,29,15,6,5,18,16
Rider,17,2017-01-13,@,Manhattan,REG (Conf),L,73,76,,26,65,.400,4,11,.364,22,54,.407,.431,17,29,.586,16,25,41,13,7,4,15,23,22,55,.400,4,17,.235,18,38,.474,.436,28,35,.800,9,25,34,11,6,4,15,25
Rider,18,2017-01-15,,Saint Peter's,REG (Conf),L,65,71,,24,60,.400,4,18,.222,20,42,.476,.433,13,19,.684,12,18,30,10,4,1,16,22,21,41,.512,7,19,.368,14,22,.636,.598,22,27,.815,4,23,27,8,11,4,14,19
Rider,19,2017-01-17,@,Siena,REG (Conf),L,68,78,,26,68,.382,6,18,.333,20,50,.400,.426,10,15,.667,13,19,32,13,6,2,8,25,23,46,.500,10,19,.526,13,27,.481,.609,22,28,.786,8,26,34,12,3,6,14,18
Rider,20,2017-01-21,,Marist,REG (Conf),W,84,66,,27,53,.509,8,16,.500,19,37,.514,.585,22,32,.688,14,36,50,13,3,2,18,21,21,58,.362,7,33,.212,14,25,.560,.422,17,23,.739,4,16,20,9,9,2,9,24
Rider,21,2017-01-23,@,Saint Peter's,REG (Conf),L,51,56,,21,50,.420,4,12,.333,17,38,.447,.460,5,15,.333,8,25,33,7,5,6,16,18,17,52,.327,7,19,.368,10,33,.303,.394,15,21,.714,11,21,32,7,10,3,10,18
Rider,22,2017-01-28,@,Niagara,REG (Conf),L,67,80,,25,68,.368,3,8,.375,22,60,.367,.390,14,23,.609,10,26,36,14,6,5,8,24,25,57,.439,6,16,.375,19,41,.463,.491,24,31,.774,5,34,39,17,2,7,12,18
Rider,23,2017-01-30,@,Canisius,REG (Conf),W,72,66,,23,46,.500,2,13,.154,21,33,.636,.522,24,28,.857,7,24,31,12,5,4,18,21,21,55,.382,6,25,.240,15,30,.500,.436,18,23,.783,8,17,25,14,9,0,12,22
Rider,24,2017-02-03,,Iona,REG (Conf),L,76,95,,30,77,.390,3,16,.188,27,61,.443,.409,13,16,.813,19,21,40,17,5,4,12,16,35,63,.556,13,22,.591,22,41,.537,.659,12,21,.571,11,23,34,18,9,6,12,14
Rider,25,2017-02-06,,Monmouth,REG (Conf),L,69,74,,27,61,.443,3,17,.176,24,44,.545,.467,12,16,.750,6,30,36,17,5,4,14,22,24,66,.364,7,26,.269,17,40,.425,.417,19,25,.760,13,29,42,12,5,3,10,18
Rider,26,2017-02-11,,Quinnipiac,REG (Conf),W,112,107,,34,58,.586,13,19,.684,21,39,.538,.698,31,36,.861,5,29,34,24,9,2,19,21,38,78,.487,16,38,.421,22,40,.550,.590,15,22,.682,13,19,32,25,12,0,12,26
Rider,27,2017-02-13,@,Fairfield,REG (Conf),L,67,69,,25,57,.439,8,12,.667,17,45,.378,.509,9,15,.600,9,28,37,11,6,2,14,11,27,64,.422,10,34,.294,17,30,.567,.500,5,9,.556,9,24,33,18,7,4,11,14
Rider,28,2017-02-17,,Canisius,REG (Conf),L,77,85,,31,67,.463,7,20,.350,24,47,.511,.515,8,13,.615,9,32,41,17,8,5,18,19,31,64,.484,11,25,.440,20,39,.513,.570,12,18,.667,5,27,32,16,10,3,15,17
Rider,29,2017-02-19,@,Iona,REG (Conf),W,103,85,,40,67,.597,9,18,.500,31,49,.633,.664,14,25,.560,9,29,38,24,7,3,14,22,28,69,.406,7,24,.292,21,45,.467,.457,22,27,.815,13,24,37,15,9,2,15,19
Rider,30,2017-02-22,,Manhattan,REG (Conf),W,93,82,,31,57,.544,5,17,.294,26,40,.650,.588,26,39,.667,12,24,36,18,5,3,9,24,27,59,.458,12,25,.480,15,34,.441,.559,16,19,.842,6,20,26,13,3,3,9,27
Rider,31,2017-02-26,@,Quinnipiac,REG (Conf),W,99,82,,38,65,.585,5,13,.385,33,52,.635,.623,18,20,.900,8,23,31,26,15,3,14,21,28,62,.452,6,22,.273,22,40,.550,.500,20,26,.769,9,18,27,13,6,3,19,17
Rider,32,2017-03-02,N,Manhattan,CTOURN,W,69,68,,21,48,.438,3,10,.300,18,38,.474,.469,24,30,.800,9,22,31,10,2,0,17,21,23,53,.434,4,15,.267,19,38,.500,.472,18,22,.818,3,19,22,8,13,4,8,27
Rider,33,2017-03-04,N,Iona,CTOURN,L,70,88,,25,65,.385,7,18,.389,18,47,.383,.438,13,24,.542,18,26,44,9,6,5,18,19,27,64,.422,11,24,.458,16,40,.400,.508,23,26,.885,8,23,31,17,9,6,12,22
Robert Morris,1,2016-11-11,,Pennsylvania,REG (Non-Conf),L,50,67,,17,58,.293,3,17,.176,14,41,.341,.319,13,25,.520,12,26,38,10,4,1,16,22,26,55,.473,5,18,.278,21,37,.568,.518,10,21,.476,11,33,44,13,9,4,14,22
Robert Morris,2,2016-11-13,@,DePaul,REG (Non-Conf),L,72,78,,25,61,.410,7,20,.350,18,41,.439,.467,15,21,.714,13,20,33,11,10,1,15,26,24,52,.462,3,11,.273,21,41,.512,.490,27,34,.794,7,23,30,15,5,5,15,21
Robert Morris,3,2016-11-16,@,Bucknell,REG (Non-Conf),L,62,75,,24,57,.421,5,13,.385,19,44,.432,.465,9,12,.750,8,23,31,12,6,3,19,15,28,61,.459,4,22,.182,24,39,.615,.492,15,20,.750,11,22,33,17,8,7,14,17
Robert Morris,4,2016-11-20,@,Richmond,REG (Non-Conf),L,69,81,,23,61,.377,5,16,.313,18,45,.400,.418,18,26,.692,13,22,35,15,9,2,17,23,27,58,.466,7,18,.389,20,40,.500,.526,20,25,.800,12,25,37,19,8,2,15,21
Robert Morris,5,2016-11-22,@,Kansas State,REG (Non-Conf),L,40,61,,13,57,.228,4,17,.235,9,40,.225,.263,10,15,.667,21,19,40,5,7,0,24,18,23,49,.469,5,17,.294,18,32,.563,.520,10,21,.476,11,27,38,14,9,6,20,19
Robert Morris,6,2016-11-25,,Hampton,REG (Non-Conf),W,62,48,,19,42,.452,7,16,.438,12,26,.462,.536,17,25,.680,5,21,26,10,6,1,16,15,15,46,.326,2,11,.182,13,35,.371,.348,16,24,.667,11,21,32,3,9,2,16,21
Robert Morris,7,2016-11-26,@,Towson,REG (Non-Conf),W,67,66,,21,51,.412,6,16,.375,15,35,.429,.471,19,30,.633,11,17,28,10,10,2,15,22,23,53,.434,4,13,.308,19,40,.475,.472,16,22,.727,13,20,33,12,10,4,18,22
Robert Morris,8,2016-11-30,,Youngstown State,REG (Non-Conf),L,74,75,,28,64,.438,7,24,.292,21,40,.525,.492,11,20,.550,13,24,37,14,7,2,11,20,25,52,.481,10,20,.500,15,32,.469,.577,15,21,.714,5,27,32,14,6,1,16,23
Robert Morris,9,2016-12-03,@,Lehigh,REG (Non-Conf),L,58,64,,24,52,.462,5,14,.357,19,38,.500,.510,5,5,1.000,8,20,28,11,4,2,16,17,23,55,.418,5,15,.333,18,40,.450,.464,13,17,.765,11,18,29,14,9,5,14,11
Robert Morris,10,2016-12-06,N,Duquesne,REG (Non-Conf),W,64,60,,25,60,.417,5,14,.357,20,46,.435,.458,9,19,.474,12,26,38,9,7,7,13,23,23,60,.383,5,17,.294,18,43,.419,.425,9,19,.474,13,26,39,12,6,7,16,19
Robert Morris,11,2016-12-10,,Oakland,REG (Non-Conf),L,53,74,,18,57,.316,4,13,.308,14,44,.318,.351,13,20,.650,11,19,30,8,6,3,16,22,25,45,.556,3,13,.231,22,32,.688,.589,21,31,.677,3,28,31,9,7,8,18,19
Robert Morris,12,2016-12-17,@,Virginia,REG (Non-Conf),L,39,79,,11,46,.239,4,15,.267,7,31,.226,.283,13,23,.565,5,15,20,7,7,1,13,16,31,52,.596,6,14,.429,25,38,.658,.654,11,14,.786,7,30,37,21,7,7,11,19
Robert Morris,13,2016-12-21,N,Buffalo,REG (Non-Conf),W,74,71,,21,59,.356,6,23,.261,15,36,.417,.407,26,38,.684,5,26,31,13,10,2,8,24,23,55,.418,4,18,.222,19,37,.514,.455,21,34,.618,10,36,46,8,4,2,22,32
Robert Morris,14,2016-12-29,@,Sacred Heart,REG (Conf),W,78,67,,28,61,.459,4,14,.286,24,47,.511,.492,18,28,.643,10,20,30,9,16,4,10,18,26,58,.448,3,13,.231,23,45,.511,.474,12,19,.632,11,25,36,16,6,4,20,21
Robert Morris,15,2016-12-31,@,Fairleigh Dickinson,REG (Conf),L,77,81,,27,55,.491,4,15,.267,23,40,.575,.527,19,30,.633,9,30,39,14,3,1,17,23,25,62,.403,5,26,.192,20,36,.556,.444,26,28,.929,5,23,28,12,11,2,8,25
Robert Morris,16,2017-01-05,,LIU Brooklyn,REG (Conf),L,54,65,,21,50,.420,4,11,.364,17,39,.436,.460,8,13,.615,3,16,19,12,12,3,14,15,25,56,.446,2,14,.143,23,42,.548,.464,13,13,1.000,12,28,40,11,4,2,21,16
Robert Morris,17,2017-01-07,,St. Francis Brooklyn,REG (Conf),W,62,58,,21,52,.404,1,6,.167,20,46,.435,.413,19,30,.633,12,21,33,8,4,4,10,22,16,48,.333,6,21,.286,10,27,.370,.396,20,26,.769,11,23,34,7,6,3,11,26
Robert Morris,18,2017-01-12,,Saint Francis (PA),REG (Conf),L,57,77,,20,58,.345,6,27,.222,14,31,.452,.397,11,16,.688,11,21,32,11,10,4,19,14,31,53,.585,7,14,.500,24,39,.615,.651,8,18,.444,7,24,31,12,8,7,18,15
Robert Morris,19,2017-01-14,@,Wagner,REG (Conf),L,50,53,,19,56,.339,9,29,.310,10,27,.370,.420,3,5,.600,6,19,25,14,8,4,12,17,21,54,.389,2,17,.118,19,37,.514,.407,9,13,.692,9,28,37,11,5,5,17,16
Robert Morris,20,2017-01-19,,Central Connecticut State,REG (Conf),W,74,67,,26,50,.520,7,16,.438,19,34,.559,.590,15,21,.714,7,17,24,14,8,3,14,20,24,46,.522,5,16,.313,19,30,.633,.576,14,19,.737,9,15,24,9,5,1,20,20
Robert Morris,21,2017-01-21,,Bryant,REG (Conf),L,56,59,,18,49,.367,4,19,.211,14,30,.467,.408,16,23,.696,8,24,32,9,10,1,18,24,17,56,.304,1,15,.067,16,41,.390,.313,24,31,.774,17,24,41,9,7,1,19,21
Robert Morris,22,2017-01-26,@,Mount St. Mary's,REG (Conf),L,47,48,,16,51,.314,7,15,.467,9,36,.250,.382,8,19,.421,14,29,43,6,8,1,24,22,16,42,.381,4,18,.222,12,24,.500,.429,12,22,.545,3,18,21,9,8,7,16,17
Robert Morris,23,2017-01-28,@,Saint Francis (PA),REG (Conf),L,83,89,OT,31,72,.431,9,25,.360,22,47,.468,.493,12,18,.667,10,20,30,18,5,4,10,23,28,66,.424,8,16,.500,20,50,.400,.485,25,31,.806,15,30,45,14,3,8,12,20
Robert Morris,24,2017-02-02,@,LIU Brooklyn,REG (Conf),W,67,63,,22,55,.400,5,19,.263,17,36,.472,.445,18,23,.783,10,30,40,8,5,6,13,19,22,56,.393,7,12,.583,15,44,.341,.455,12,23,.522,5,23,28,13,5,5,12,23
Robert Morris,25,2017-02-04,@,St. Francis Brooklyn,REG (Conf),W,78,54,,24,51,.471,4,10,.400,20,41,.488,.510,26,32,.813,6,24,30,10,8,3,12,21,16,55,.291,3,25,.120,13,30,.433,.318,19,28,.679,11,21,32,5,4,3,15,26
Robert Morris,26,2017-02-09,,Mount St. Mary's,REG (Conf),L,70,74,,28,58,.483,3,13,.231,25,45,.556,.509,11,20,.550,11,23,34,6,11,1,14,20,23,48,.479,9,20,.450,14,28,.500,.573,19,28,.679,4,19,23,8,5,3,14,19
Robert Morris,27,2017-02-11,,Wagner,REG (Conf),W,50,48,,17,51,.333,4,19,.211,13,32,.406,.373,12,23,.522,11,18,29,9,7,0,13,18,16,46,.348,5,16,.313,11,30,.367,.402,11,13,.846,9,28,37,5,5,2,20,23
Robert Morris,28,2017-02-16,@,Bryant,REG (Conf),L,73,81,,22,62,.355,7,27,.259,15,35,.429,.411,22,28,.786,13,20,33,9,14,0,15,24,26,51,.510,7,21,.333,19,30,.633,.578,22,30,.733,7,27,34,17,6,1,22,26
Robert Morris,29,2017-02-18,@,Central Connecticut State,REG (Conf),W,74,64,,19,45,.422,5,15,.333,14,30,.467,.478,31,43,.721,7,27,34,7,4,2,15,24,22,60,.367,7,18,.389,15,42,.357,.425,13,25,.520,12,17,29,15,5,0,14,27
Robert Morris,30,2017-02-23,,Fairleigh Dickinson,REG (Conf),W,77,76,,28,56,.500,8,22,.364,20,34,.588,.571,13,26,.500,6,16,22,18,10,1,11,23,24,44,.545,4,10,.400,20,34,.588,.591,24,29,.828,7,25,32,9,4,3,20,22
Robert Morris,31,2017-02-25,,Sacred Heart,REG (Conf),W,79,72,,25,49,.510,10,18,.556,15,31,.484,.612,19,32,.594,5,25,30,14,9,5,15,20,28,66,.424,5,14,.357,23,52,.442,.462,11,18,.611,11,22,33,12,9,3,16,25
Robert Morris,32,2017-03-01,@,LIU Brooklyn,CTOURN,W,69,68,,23,57,.404,9,24,.375,14,33,.424,.482,14,19,.737,6,25,31,9,7,3,12,16,28,61,.459,5,16,.313,23,45,.511,.500,7,12,.583,8,29,37,17,6,5,12,16
Robert Morris,33,2017-03-04,@,Mount St. Mary's,CTOURN,L,66,75,,24,55,.436,5,12,.417,19,43,.442,.482,13,22,.591,9,19,28,8,9,3,15,25,27,52,.519,4,14,.286,23,38,.605,.558,17,25,.680,8,25,33,8,3,4,17,19
Rutgers,1,2016-11-11,,Molloy,REG (Non-Conf),W,86,57,,29,60,.483,7,22,.318,22,38,.579,.542,21,36,.583,15,27,42,17,13,4,11,21,19,50,.380,7,22,.318,12,28,.429,.450,12,23,.522,6,22,28,8,3,3,19,27
Rutgers,2,2016-11-13,,Drexel,REG (Non-Conf),W,87,66,,30,68,.441,8,21,.381,22,47,.468,.500,19,27,.704,18,28,46,18,3,6,17,15,26,68,.382,7,24,.292,19,44,.432,.434,7,9,.778,10,17,27,14,11,4,13,26
Rutgers,3,2016-11-17,@,DePaul,REG (Non-Conf),W,66,59,,20,51,.392,3,12,.250,17,39,.436,.422,23,29,.793,15,24,39,6,5,4,15,21,21,54,.389,8,24,.333,13,30,.433,.463,9,17,.529,8,16,24,12,6,2,11,23
Rutgers,4,2016-11-20,,Niagara,REG (Non-Conf),W,78,65,,30,64,.469,7,19,.368,23,45,.511,.523,11,14,.786,12,28,40,16,5,11,11,21,18,59,.305,8,16,.500,10,43,.233,.373,21,26,.808,8,16,24,10,7,9,10,15
Rutgers,5,2016-11-23,,North Texas,REG (Non-Conf),W,66,53,,23,63,.365,3,20,.150,20,43,.465,.389,17,22,.773,18,29,47,16,4,8,11,11,19,57,.333,9,24,.375,10,33,.303,.412,6,6,1.000,3,22,25,12,6,3,8,20
Rutgers,6,2016-11-25,,Hartford,REG (Non-Conf),W,77,75,,27,60,.450,6,18,.333,21,42,.500,.500,17,30,.567,16,21,37,18,10,4,15,13,26,54,.481,12,26,.462,14,28,.500,.593,11,15,.733,9,19,28,16,9,1,17,21
Rutgers,7,2016-11-30,@,Miami (FL),REG (Non-Conf),L,61,73,,23,63,.365,3,16,.188,20,47,.426,.389,12,16,.750,9,15,24,9,12,2,9,18,26,54,.481,3,12,.250,23,42,.548,.509,18,22,.818,11,28,39,9,7,8,19,17
Rutgers,8,2016-12-03,,Morgan State,REG (Non-Conf),W,72,58,,25,67,.373,2,16,.125,23,51,.451,.388,20,27,.741,14,32,46,10,6,8,8,15,20,69,.290,5,27,.185,15,42,.357,.326,13,17,.765,16,23,39,7,4,5,11,21
Rutgers,9,2016-12-06,,Central Connecticut State,REG (Non-Conf),W,79,37,,35,54,.648,4,10,.400,31,44,.705,.685,5,13,.385,4,31,35,24,14,8,15,16,14,56,.250,3,17,.176,11,39,.282,.277,6,9,.667,9,21,30,8,5,2,22,16
Rutgers,10,2016-12-10,@,Stony Brook,REG (Non-Conf),W,71,66,,26,53,.491,6,18,.333,20,35,.571,.547,13,18,.722,6,27,33,8,7,2,13,15,24,57,.421,13,29,.448,11,28,.393,.535,5,7,.714,5,19,24,17,2,5,11,20
Rutgers,11,2016-12-14,,Fairleigh Dickinson,REG (Non-Conf),W,82,69,,31,60,.517,6,16,.375,25,44,.568,.567,14,29,.483,16,25,41,16,3,3,8,16,27,60,.450,7,22,.318,20,38,.526,.508,8,11,.727,5,21,26,11,2,4,8,22
Rutgers,12,2016-12-18,N,Fordham,REG (Non-Conf),W,68,53,,28,57,.491,4,9,.444,24,48,.500,.526,8,13,.615,15,34,49,17,2,6,17,12,19,59,.322,6,29,.207,13,30,.433,.373,9,11,.818,6,14,20,12,10,7,8,14
